zone,bin,row_in_cell,original_idx,tier,object,answer,question,target_entries,n_facts,min_fact_pos,max_fact_pos,mean_fact_pos,first_fact_pos,last_fact_pos,zone_pct,token_count,bin_tokens
beg,16k,1,4,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,54,0.002183406113537118,0.28820960698689957,0.1546983664887595,0.002183406113537118,0.28820960698689957,"[0.0, 0.33]",16434,16384
beg,16k,2,9,hard_multi_entry,apple,bedroom,Where was the apple before the office?,2,88,0.006237006237006237,0.3388773388773389,0.16506804006804007,0.006237006237006237,0.3388773388773389,"[0.0, 0.33]",16434,16384
beg,16k,3,21,hard_multi_entry,football,garden,Where was the football before the office?,2,40,0.006382978723404255,0.32340425531914896,0.16797872340425532,0.006382978723404255,0.32340425531914896,"[0.0, 0.33]",16433,16384
beg,16k,4,22,hard_multi_entry,football,hallway,Where was the football before the garden?,2,42,0.007211538461538462,0.3701923076923077,0.16895604395604394,0.007211538461538462,0.3701923076923077,"[0.0, 0.33]",16434,16384
beg,16k,5,25,hard_multi_entry,football,bathroom,Where was the football before the bedroom?,2,38,0.0026109660574412533,0.2950391644908616,0.1397553937061976,0.0026109660574412533,0.2950391644908616,"[0.0, 0.33]",16434,16384
beg,16k,6,26,hard_multi_entry,football,office,Where was the football before the bedroom?,3,72,0.0,0.24330900243309003,0.12459448499594486,0.0,0.24330900243309003,"[0.0, 0.33]",16432,16384
beg,16k,7,27,hard_multi_entry,football,garden,Where was the football before the office?,3,74,0.001589825119236884,0.1971383147853736,0.09590512611180338,0.001589825119236884,0.1971383147853736,"[0.0, 0.33]",16434,16384
beg,16k,8,28,hard_multi_entry,football,garden,Where was the football before the office?,3,76,0.0012674271229404308,0.3244613434727503,0.168300980588353,0.0012674271229404308,0.3244613434727503,"[0.0, 0.33]",16434,16384
beg,16k,9,29,hard_multi_entry,apple,garden,Where was the apple before the office?,2,78,0.0016778523489932886,0.3808724832214765,0.20469798657718122,0.0016778523489932886,0.3808724832214765,"[0.0, 0.33]",16434,16384
beg,16k,10,35,single_entry_ref,unknown,hallway,Where was the apple before the bathroom?,0,42,0.0171990171990172,0.28992628992628994,0.15016965016965017,0.0171990171990172,0.28992628992628994,"[0.0, 0.33]",16434,16384
beg,16k,11,37,hard_multi_entry,apple,bathroom,Where was the apple before the kitchen?,3,90,0.0,0.23507462686567165,0.12738391376451078,0.0,0.23507462686567165,"[0.0, 0.33]",16434,16384
beg,16k,12,40,hard_multi_entry,football,garden,Where was the football before the hallway?,2,58,0.0,0.2846299810246679,0.14149708826801022,0.0,0.2846299810246679,"[0.0, 0.33]",16434,16384
beg,16k,13,41,hard_multi_entry,football,garden,Where was the football before the hallway?,2,60,0.001430615164520744,0.31759656652360513,0.16096804959465905,0.001430615164520744,0.31759656652360513,"[0.0, 0.33]",16434,16384
beg,16k,14,42,hard_multi_entry,milk,garden,Where was the milk before the hallway?,2,62,0.0,0.3912248628884826,0.1860883410980716,0.0,0.3912248628884826,"[0.0, 0.33]",16434,16384
beg,16k,15,47,single_entry_ref,unknown,bedroom,Where was the apple before the bathroom?,0,32,0.030656934306569343,0.3197080291970803,0.15921532846715328,0.030656934306569343,0.3197080291970803,"[0.0, 0.33]",16433,16384
beg,16k,16,50,single_entry_ref,unknown,kitchen,Where was the apple before the garden?,0,58,0.010309278350515464,0.3122238586156112,0.1682748463765172,0.010309278350515464,0.3122238586156112,"[0.0, 0.33]",16433,16384
beg,16k,17,57,hard_multi_entry,football,office,Where was the football before the garden?,2,22,0.004319654427645789,0.28077753779697623,0.11908501865305321,0.004319654427645789,0.28077753779697623,"[0.0, 0.33]",16433,16384
beg,16k,18,60,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,18,0.026422764227642278,0.3597560975609756,0.19004065040650409,0.026422764227642278,0.3597560975609756,"[0.0, 0.33]",16434,16384
beg,16k,19,64,hard_multi_entry,football,garden,Where was the football before the bathroom?,3,44,0.0019305019305019305,0.2722007722007722,0.14926289926289926,0.0019305019305019305,0.2722007722007722,"[0.0, 0.33]",16434,16384
beg,16k,20,73,hard_multi_entry,apple,kitchen,Where was the apple before the bathroom?,2,64,0.0035778175313059034,0.33094812164579607,0.1761516100178891,0.0035778175313059034,0.33094812164579607,"[0.0, 0.33]",16434,16384
beg,16k,21,76,hard_multi_entry,milk,hallway,Where was the milk before the office?,2,30,0.002004008016032064,0.3466933867735471,0.14094856379425516,0.002004008016032064,0.3466933867735471,"[0.0, 0.33]",16433,16384
beg,16k,22,83,hard_multi_entry,apple,bathroom,Where was the apple before the hallway?,2,62,0.0,0.19600725952813067,0.11744043088812131,0.0,0.19600725952813067,"[0.0, 0.33]",16433,16384
beg,16k,23,94,hard_multi_entry,apple,kitchen,Where was the apple before the bedroom?,3,90,0.0,0.29124579124579125,0.15059857837635615,0.0,0.29124579124579125,"[0.0, 0.33]",16434,16384
beg,16k,24,95,hard_multi_entry,apple,kitchen,Where was the apple before the hallway?,2,28,0.006201550387596899,0.35658914728682173,0.15991140642303434,0.006201550387596899,0.35658914728682173,"[0.0, 0.33]",16434,16384
beg,16k,25,98,hard_multi_entry,milk,bedroom,Where was the milk before the bathroom?,2,42,0.0,0.2749003984063745,0.14612976664769495,0.0,0.2749003984063745,"[0.0, 0.33]",16434,16384
beg,16k,26,99,hard_multi_entry,milk,bathroom,Where was the milk before the bedroom?,2,44,0.012345679012345678,0.3439153439153439,0.17716851050184382,0.012345679012345678,0.3439153439153439,"[0.0, 0.33]",16434,16384
beg,16k,27,106,hard_multi_entry,football,garden,Where was the football before the hallway?,3,18,0.014814814814814815,0.3148148148148148,0.15102880658436213,0.014814814814814815,0.3148148148148148,"[0.0, 0.33]",16434,16384
beg,16k,28,107,hard_multi_entry,football,garden,Where was the football before the hallway?,3,20,0.0,0.29624478442280944,0.11244784422809458,0.0,0.29624478442280944,"[0.0, 0.33]",16434,16384
beg,16k,29,130,hard_multi_entry,milk,garden,Where was the milk before the kitchen?,2,56,0.0013623978201634877,0.3024523160762943,0.1440492409497859,0.0013623978201634877,0.3024523160762943,"[0.0, 0.33]",16434,16384
beg,16k,30,132,hard_multi_entry,milk,bathroom,Where was the milk before the office?,2,62,0.0058309037900874635,0.3236151603498542,0.163312329540111,0.0058309037900874635,0.3236151603498542,"[0.0, 0.33]",16434,16384
beg,16k,31,133,hard_multi_entry,milk,bathroom,Where was the milk before the office?,2,64,0.0,0.314540059347181,0.15928690652818991,0.0,0.314540059347181,"[0.0, 0.33]",16433,16384
beg,16k,32,136,single_entry_ref,unknown,garden,Where was the football before the kitchen?,0,16,0.0029455081001472753,0.32106038291605304,0.1720360824742268,0.0029455081001472753,0.32106038291605304,"[0.0, 0.33]",16434,16384
beg,16k,33,138,hard_multi_entry,football,bedroom,Where was the football before the garden?,2,74,0.0,0.2879019908116386,0.15891312445676917,0.0,0.2879019908116386,"[0.0, 0.33]",16434,16384
beg,16k,34,144,single_entry_ref,unknown,bathroom,Where was the football before the hallway?,0,50,0.0027434842249657062,0.3223593964334705,0.1286968449931413,0.0027434842249657062,0.3223593964334705,"[0.0, 0.33]",16433,16384
beg,16k,35,149,hard_multi_entry,milk,hallway,Where was the milk before the kitchen?,2,52,0.008456659619450317,0.34249471458773784,0.17250772483330623,0.008456659619450317,0.34249471458773784,"[0.0, 0.33]",16434,16384
beg,16k,36,151,hard_multi_entry,apple,garden,Where was the apple before the bathroom?,2,112,0.0,0.3302325581395349,0.1584717607973422,0.0,0.3302325581395349,"[0.0, 0.33]",16434,16384
beg,16k,37,152,hard_multi_entry,apple,garden,Where was the apple before the bathroom?,2,114,0.0,0.2408906882591093,0.1259499964486114,0.0,0.2408906882591093,"[0.0, 0.33]",16434,16384
beg,16k,38,154,hard_multi_entry,milk,bathroom,Where was the milk before the kitchen?,3,120,0.001652892561983471,0.24462809917355371,0.130702479338843,0.001652892561983471,0.24462809917355371,"[0.0, 0.33]",16433,16384
beg,16k,39,162,single_entry_ref,unknown,office,Where was the football before the kitchen?,0,26,0.008174386920980926,0.32561307901907355,0.16055334311465103,0.008174386920980926,0.32561307901907355,"[0.0, 0.33]",16433,16384
beg,16k,40,163,hard_multi_entry,milk,garden,Where was the milk before the office?,2,28,0.0,0.3020408163265306,0.14042759961127307,0.0,0.3020408163265306,"[0.0, 0.33]",16434,16384
beg,16k,41,164,hard_multi_entry,milk,bathroom,Where was the milk before the bedroom?,2,30,0.017713365539452495,0.3333333333333333,0.17659688674181429,0.017713365539452495,0.3333333333333333,"[0.0, 0.33]",16434,16384
beg,16k,42,169,hard_multi_entry,milk,bedroom,Where was the milk before the kitchen?,2,38,0.0,0.35361216730038025,0.15174104462677607,0.0,0.35361216730038025,"[0.0, 0.33]",16434,16384
beg,16k,43,175,single_entry_ref,unknown,office,Where was the football before the bedroom?,0,4,0.11648351648351649,0.2175824175824176,0.15494505494505495,0.11648351648351649,0.2175824175824176,"[0.0, 0.33]",16433,16384
beg,16k,44,177,hard_multi_entry,football,kitchen,Where was the football before the garden?,2,16,0.051597051597051594,0.19901719901719903,0.11901105651105652,0.051597051597051594,0.19901719901719903,"[0.0, 0.33]",16434,16384
beg,16k,45,178,hard_multi_entry,football,kitchen,Where was the football before the garden?,2,20,0.013333333333333334,0.3422222222222222,0.16944444444444445,0.013333333333333334,0.3422222222222222,"[0.0, 0.33]",16434,16384
beg,16k,46,179,hard_multi_entry,football,hallway,Where was the football before the bedroom?,3,34,0.0,0.26719056974459726,0.14740552409568936,0.0,0.26719056974459726,"[0.0, 0.33]",16434,16384
beg,16k,47,180,hard_multi_entry,milk,garden,Where was the milk before the bedroom?,2,64,0.0,0.32196162046908317,0.1496202025586354,0.0,0.32196162046908317,"[0.0, 0.33]",16434,16384
beg,16k,48,181,hard_multi_entry,football,bathroom,Where was the football before the office?,2,88,0.009009009009009009,0.2972972972972973,0.14345311220311222,0.009009009009009009,0.2972972972972973,"[0.0, 0.33]",16434,16384
beg,16k,49,192,hard_multi_entry,football,bedroom,Where was the football before the bathroom?,2,72,0.0,0.2816593886462882,0.1564167879670063,0.0,0.2816593886462882,"[0.0, 0.33]",16434,16384
beg,16k,50,196,hard_multi_entry,apple,bathroom,Where was the apple before the office?,2,48,0.0,0.30724070450097846,0.16405740378343117,0.0,0.30724070450097846,"[0.0, 0.33]",16434,16384
beg,16k,51,198,hard_multi_entry,apple,bathroom,Where was the apple before the office?,2,52,0.008032128514056224,0.3473895582329317,0.17446709916589434,0.008032128514056224,0.3473895582329317,"[0.0, 0.33]",16434,16384
beg,16k,52,201,hard_multi_entry,milk,bedroom,Where was the milk before the garden?,2,48,0.010917030567685589,0.34497816593886466,0.17362627365356623,0.010917030567685589,0.34497816593886466,"[0.0, 0.33]",16434,16384
beg,16k,53,203,hard_multi_entry,milk,bedroom,Where was the milk before the garden?,2,52,0.0017123287671232876,0.3664383561643836,0.19974973656480505,0.0017123287671232876,0.3664383561643836,"[0.0, 0.33]",16434,16384
beg,16k,54,209,hard_multi_entry,milk,garden,Where was the milk before the kitchen?,2,34,0.009771986970684038,0.30130293159609123,0.1445200229929105,0.009771986970684038,0.30130293159609123,"[0.0, 0.33]",16434,16384
beg,16k,55,217,single_entry_ref,unknown,hallway,Where was the apple before the bedroom?,0,76,0.011884550084889643,0.29711375212224106,0.15148333482262533,0.011884550084889643,0.29711375212224106,"[0.0, 0.33]",16434,16384
beg,16k,56,228,hard_multi_entry,apple,hallway,Where was the apple before the bedroom?,3,36,0.0049504950495049506,0.3415841584158416,0.17753025302530254,0.0049504950495049506,0.3415841584158416,"[0.0, 0.33]",16434,16384
beg,16k,57,232,hard_multi_entry,football,garden,Where was the football before the bedroom?,2,98,0.013861386138613862,0.3089108910891089,0.16187108506769046,0.013861386138613862,0.3089108910891089,"[0.0, 0.33]",16434,16384
beg,16k,58,240,hard_multi_entry,football,bathroom,Where was the football before the bedroom?,2,54,0.004032258064516129,0.33669354838709675,0.15990890083632017,0.004032258064516129,0.33669354838709675,"[0.0, 0.33]",16434,16384
beg,16k,59,241,hard_multi_entry,football,bathroom,Where was the football before the bedroom?,2,56,0.0,0.30048465266558966,0.15664666512808675,0.0,0.30048465266558966,"[0.0, 0.33]",16434,16384
beg,16k,60,275,hard_multi_entry,football,office,Where was the football before the bedroom?,2,30,0.0,0.3079777365491651,0.16889301175015461,0.0,0.3079777365491651,"[0.0, 0.33]",16433,16384
beg,16k,61,276,hard_multi_entry,football,kitchen,Where was the football before the garden?,2,32,0.0,0.2909967845659164,0.15534565916398713,0.0,0.2909967845659164,"[0.0, 0.33]",16434,16384
beg,16k,62,283,hard_multi_entry,apple,hallway,Where was the apple before the kitchen?,2,92,0.007961783439490446,0.339171974522293,0.15532400996953752,0.007961783439490446,0.339171974522293,"[0.0, 0.33]",16434,16384
beg,16k,63,284,hard_multi_entry,football,office,Where was the football before the kitchen?,3,94,0.0015174506828528073,0.26707132018209406,0.14554612081490328,0.0015174506828528073,0.26707132018209406,"[0.0, 0.33]",16433,16384
beg,16k,64,289,hard_multi_entry,milk,office,Where was the milk before the bedroom?,3,38,0.007062146892655367,0.3022598870056497,0.1677817424918228,0.007062146892655367,0.3022598870056497,"[0.0, 0.33]",16432,16384
beg,16k,65,291,hard_multi_entry,football,garden,Where was the football before the bathroom?,3,114,0.004207573632538569,0.2973352033660589,0.1427007209468271,0.004207573632538569,0.2973352033660589,"[0.0, 0.33]",16433,16384
beg,16k,66,295,hard_multi_entry,apple,bedroom,Where was the apple before the garden?,2,32,0.016518424396442185,0.3227445997458704,0.1537484116899619,0.016518424396442185,0.3227445997458704,"[0.0, 0.33]",16434,16384
beg,16k,67,297,hard_multi_entry,milk,kitchen,Where was the milk before the bathroom?,2,48,0.011968085106382979,0.3351063829787234,0.18772163120567376,0.011968085106382979,0.3351063829787234,"[0.0, 0.33]",16434,16384
beg,16k,68,308,hard_multi_entry,milk,bathroom,Where was the milk before the hallway?,2,84,0.0,0.3241167434715822,0.17087265013532293,0.0,0.3241167434715822,"[0.0, 0.33]",16434,16384
beg,16k,69,309,hard_multi_entry,apple,garden,Where was the apple before the hallway?,2,96,0.0026560424966799467,0.28950863213811423,0.13948373173970782,0.0026560424966799467,0.28950863213811423,"[0.0, 0.33]",16434,16384
beg,16k,70,313,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,56,0.00303951367781155,0.29027355623100304,0.14391554494138079,0.00303951367781155,0.29027355623100304,"[0.0, 0.33]",16434,16384
beg,16k,71,314,hard_multi_entry,football,hallway,Where was the football before the bedroom?,2,58,0.005847953216374269,0.2997076023391813,0.1630369026013309,0.005847953216374269,0.2997076023391813,"[0.0, 0.33]",16434,16384
beg,16k,72,325,single_entry_ref,unknown,bedroom,Where was the milk before the bathroom?,0,10,0.029197080291970802,0.29635036496350364,0.15372262773722628,0.029197080291970802,0.29635036496350364,"[0.0, 0.33]",16434,16384
beg,16k,73,331,single_entry_ref,unknown,garden,Where was the milk before the bedroom?,0,32,0.007936507936507936,0.335978835978836,0.16807208994708994,0.007936507936507936,0.335978835978836,"[0.0, 0.33]",16434,16384
beg,16k,74,335,hard_multi_entry,milk,office,Where was the milk before the garden?,2,92,0.0,0.275974025974026,0.12909373235460192,0.0,0.275974025974026,"[0.0, 0.33]",16433,16384
beg,16k,75,336,hard_multi_entry,milk,office,Where was the milk before the garden?,2,94,0.0,0.27044025157232704,0.12357821490699852,0.0,0.27044025157232704,"[0.0, 0.33]",16433,16384
beg,16k,76,337,hard_multi_entry,apple,office,Where was the apple before the kitchen?,2,148,0.0024691358024691358,0.24691358024691357,0.12255588922255589,0.0024691358024691358,0.24691358024691357,"[0.0, 0.33]",16433,16384
beg,16k,77,338,hard_multi_entry,apple,kitchen,Where was the apple before the hallway?,3,150,0.0,0.22170900692840648,0.10740569668976135,0.0,0.22170900692840648,"[0.0, 0.33]",16434,16384
beg,16k,78,339,hard_multi_entry,apple,hallway,Where was the apple before the office?,2,152,0.0,0.9814814814814815,0.48525828460038983,0.0,0.9814814814814815,"[0.0, 0.33]",16434,16384
beg,16k,79,343,hard_multi_entry,milk,garden,Where was the milk before the bathroom?,2,110,0.0,0.3333333333333333,0.15454545454545454,0.0,0.3333333333333333,"[0.0, 0.33]",16434,16384
beg,16k,80,349,single_entry_ref,unknown,hallway,Where was the milk before the bathroom?,0,78,0.0,0.16666666666666666,0.0811965811965812,0.0,0.16666666666666666,"[0.0, 0.33]",16434,16384
beg,16k,81,354,hard_multi_entry,football,hallway,Where was the football before the garden?,2,148,0.0,0.3220779220779221,0.16609336609336608,0.0,0.3220779220779221,"[0.0, 0.33]",16434,16384
beg,16k,82,359,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,64,0.003430531732418525,0.1835334476843911,0.10079867066895369,0.003430531732418525,0.1835334476843911,"[0.0, 0.33]",16434,16384
beg,16k,83,364,hard_multi_entry,milk,office,Where was the milk before the bedroom?,2,174,0.0,0.3522727272727273,0.17756226053639845,0.0,0.3522727272727273,"[0.0, 0.33]",16432,16384
beg,16k,84,366,single_entry_ref,unknown,hallway,Where was the apple before the bedroom?,0,16,0.013468013468013467,0.2441077441077441,0.11437289562289563,0.013468013468013467,0.2441077441077441,"[0.0, 0.33]",16433,16384
beg,16k,85,368,hard_multi_entry,milk,kitchen,Where was the milk before the garden?,2,26,0.01876675603217158,0.3190348525469169,0.1905031965353681,0.01876675603217158,0.3190348525469169,"[0.0, 0.33]",16434,16384
beg,16k,86,369,hard_multi_entry,milk,kitchen,Where was the milk before the garden?,2,28,0.025174825174825177,0.3104895104895105,0.17612387612387612,0.025174825174825177,0.3104895104895105,"[0.0, 0.33]",16434,16384
beg,16k,87,378,hard_multi_entry,milk,bedroom,Where was the milk before the office?,2,46,0.0017064846416382253,0.3447098976109215,0.17962605727852796,0.0017064846416382253,0.3447098976109215,"[0.0, 0.33]",16434,16384
beg,16k,88,379,hard_multi_entry,football,bathroom,Where was the football before the hallway?,2,76,0.0063025210084033615,0.3172268907563025,0.16425254312251217,0.0063025210084033615,0.3172268907563025,"[0.0, 0.33]",16434,16384
beg,16k,89,382,hard_multi_entry,milk,bathroom,Where was the milk before the hallway?,2,44,0.003861003861003861,0.3223938223938224,0.15667778167778168,0.003861003861003861,0.3223938223938224,"[0.0, 0.33]",16434,16384
beg,16k,90,384,hard_multi_entry,milk,office,Where was the milk before the bathroom?,2,114,0.0,0.3530701754385965,0.166243459526008,0.0,0.3530701754385965,"[0.0, 0.33]",16433,16384
beg,16k,91,391,hard_multi_entry,milk,kitchen,Where was the milk before the garden?,2,50,0.0021008403361344537,0.3382352941176471,0.17970588235294116,0.0021008403361344537,0.3382352941176471,"[0.0, 0.33]",16434,16384
beg,16k,92,392,hard_multi_entry,milk,office,Where was the milk before the garden?,4,76,0.006791171477079796,0.3242784380305603,0.16573585917254938,0.006791171477079796,0.3242784380305603,"[0.0, 0.33]",16433,16384
beg,16k,93,394,hard_multi_entry,milk,office,Where was the milk before the garden?,4,80,0.0,0.26764314247669774,0.11627829560585885,0.0,0.26764314247669774,"[0.0, 0.33]",16433,16384
beg,16k,94,398,hard_multi_entry,apple,bathroom,Where was the apple before the kitchen?,3,142,0.001336898395721925,0.3048128342245989,0.15502372523913532,0.001336898395721925,0.3048128342245989,"[0.0, 0.33]",16434,16384
beg,16k,95,399,hard_multi_entry,milk,office,Where was the milk before the bathroom?,2,146,0.0,0.23922734026745915,0.12130310000203547,0.0,0.23922734026745915,"[0.0, 0.33]",16433,16384
beg,16k,96,401,hard_multi_entry,apple,garden,Where was the apple before the bathroom?,2,32,0.0011210762331838565,0.3217488789237668,0.156214966367713,0.0011210762331838565,0.3217488789237668,"[0.0, 0.33]",16434,16384
beg,16k,97,402,hard_multi_entry,apple,hallway,Where was the apple before the office?,2,34,0.007029876977152899,0.29701230228471004,0.15987801095833765,0.007029876977152899,0.29701230228471004,"[0.0, 0.33]",16434,16384
beg,16k,98,403,hard_multi_entry,milk,bathroom,Where was the milk before the bedroom?,3,64,0.0017123287671232876,0.2363013698630137,0.11667915239726027,0.0017123287671232876,0.2363013698630137,"[0.0, 0.33]",16434,16384
beg,16k,99,413,hard_multi_entry,football,kitchen,Where was the football before the garden?,2,88,0.00130718954248366,0.32287581699346407,0.1483957219251337,0.00130718954248366,0.32287581699346407,"[0.0, 0.33]",16434,16384
beg,16k,100,414,hard_multi_entry,football,hallway,Where was the football before the kitchen?,3,100,0.0,0.37373737373737376,0.16424242424242425,0.0,0.37373737373737376,"[0.0, 0.33]",16434,16384
beg,16k,101,417,single_entry_ref,unknown,garden,Where was the milk before the hallway?,0,12,0.008298755186721992,0.26556016597510373,0.1485131396957123,0.008298755186721992,0.26556016597510373,"[0.0, 0.33]",16434,16384
beg,16k,102,424,hard_multi_entry,football,garden,Where was the football before the hallway?,2,86,0.0,0.2821497120921305,0.13259384903807525,0.0,0.2821497120921305,"[0.0, 0.33]",16434,16384
beg,16k,103,444,hard_multi_entry,football,hallway,Where was the football before the office?,2,54,0.00130718954248366,0.32941176470588235,0.15182764463810214,0.00130718954248366,0.32941176470588235,"[0.0, 0.33]",16434,16384
beg,16k,104,448,hard_multi_entry,football,hallway,Where was the football before the garden?,2,44,0.008784773060029283,0.3191800878477306,0.1503061360308798,0.008784773060029283,0.3191800878477306,"[0.0, 0.33]",16434,16384
beg,16k,105,454,hard_multi_entry,apple,hallway,Where was the apple before the bedroom?,3,114,0.002320185614849188,0.2853828306264501,0.13249481011112468,0.002320185614849188,0.2853828306264501,"[0.0, 0.33]",16434,16384
beg,16k,106,474,hard_multi_entry,football,kitchen,Where was the football before the garden?,2,44,0.006211180124223602,0.3064182194616977,0.15942028985507248,0.006211180124223602,0.3064182194616977,"[0.0, 0.33]",16434,16384
beg,16k,107,475,hard_multi_entry,apple,bedroom,Where was the apple before the bathroom?,3,60,0.0,0.36363636363636365,0.18920454545454543,0.0,0.36363636363636365,"[0.0, 0.33]",16433,16384
beg,16k,108,476,hard_multi_entry,apple,office,Where was the apple before the bedroom?,2,62,0.011673151750972763,0.26848249027237353,0.1319819254424501,0.011673151750972763,0.26848249027237353,"[0.0, 0.33]",16433,16384
beg,16k,109,477,hard_multi_entry,apple,garden,Where was the apple before the office?,2,68,0.0,0.2663316582914573,0.12596068578185043,0.0,0.2663316582914573,"[0.0, 0.33]",16434,16384
beg,16k,110,479,hard_multi_entry,apple,garden,Where was the apple before the office?,2,72,0.0,0.3111587982832618,0.1668156890796376,0.0,0.3111587982832618,"[0.0, 0.33]",16434,16384
beg,16k,111,480,hard_multi_entry,apple,hallway,Where was the apple before the bathroom?,2,24,0.0,0.30073349633251834,0.17074164629176855,0.0,0.30073349633251834,"[0.0, 0.33]",16434,16384
beg,16k,112,483,hard_multi_entry,apple,bathroom,Where was the apple before the hallway?,2,30,0.007532956685499058,0.12617702448210924,0.07865662272441934,0.007532956685499058,0.12617702448210924,"[0.0, 0.33]",16434,16384
beg,16k,113,503,hard_multi_entry,apple,bathroom,Where was the apple before the garden?,2,60,0.0,0.33495145631067963,0.1621628910463862,0.0,0.33495145631067963,"[0.0, 0.33]",16434,16384
beg,16k,114,504,hard_multi_entry,apple,garden,Where was the apple before the bedroom?,2,62,0.0035778175313059034,0.3041144901610018,0.1627329909400427,0.0035778175313059034,0.3041144901610018,"[0.0, 0.33]",16433,16384
beg,16k,115,512,hard_multi_entry,apple,bathroom,Where was the apple before the kitchen?,3,96,0.0,0.300187617260788,0.14597013758599123,0.0,0.300187617260788,"[0.0, 0.33]",16434,16384
beg,16k,116,513,hard_multi_entry,apple,kitchen,Where was the apple before the bathroom?,2,104,0.0,0.2987721691678035,0.14134484206107673,0.0,0.2987721691678035,"[0.0, 0.33]",16434,16384
beg,16k,117,514,hard_multi_entry,apple,bathroom,Where was the apple before the kitchen?,3,106,0.006329113924050633,0.2772151898734177,0.1578576546453308,0.006329113924050633,0.2772151898734177,"[0.0, 0.33]",16434,16384
beg,16k,118,524,hard_multi_entry,apple,bedroom,Where was the apple before the bathroom?,2,54,0.004149377593360996,0.3360995850622407,0.14868603042876902,0.004149377593360996,0.3360995850622407,"[0.0, 0.33]",16434,16384
beg,16k,119,538,hard_multi_entry,milk,hallway,Where was the milk before the office?,2,62,0.0020325203252032522,0.28252032520325204,0.1490624180435353,0.0020325203252032522,0.28252032520325204,"[0.0, 0.33]",16434,16384
beg,16k,120,539,hard_multi_entry,milk,office,Where was the milk before the hallway?,2,64,0.0028653295128939827,0.3151862464183381,0.14210243553008597,0.0028653295128939827,0.3151862464183381,"[0.0, 0.33]",16432,16384
beg,16k,121,545,hard_multi_entry,milk,bathroom,Where was the milk before the office?,2,22,0.011428571428571429,0.3028571428571429,0.15883116883116882,0.011428571428571429,0.3028571428571429,"[0.0, 0.33]",16433,16384
beg,16k,122,549,hard_multi_entry,milk,bedroom,Where was the milk before the office?,3,86,0.0,0.24695652173913044,0.11460060667340748,0.0,0.24695652173913044,"[0.0, 0.33]",16434,16384
beg,16k,123,559,hard_multi_entry,milk,garden,Where was the milk before the office?,2,48,0.00927643784786642,0.28385899814471244,0.15391156462585034,0.00927643784786642,0.28385899814471244,"[0.0, 0.33]",16434,16384
beg,16k,124,575,hard_multi_entry,football,hallway,Where was the football before the kitchen?,2,32,0.007782101167315175,0.27626459143968873,0.15436527237354086,0.007782101167315175,0.27626459143968873,"[0.0, 0.33]",16434,16384
beg,16k,125,576,hard_multi_entry,football,hallway,Where was the football before the kitchen?,2,34,0.010615711252653927,0.31634819532908703,0.15030598226551767,0.010615711252653927,0.31634819532908703,"[0.0, 0.33]",16434,16384
beg,16k,126,577,hard_multi_entry,football,kitchen,Where was the football before the hallway?,2,36,0.01312910284463895,0.3238512035010941,0.1613177729151471,0.01312910284463895,0.3238512035010941,"[0.0, 0.33]",16434,16384
beg,16k,127,578,hard_multi_entry,milk,hallway,Where was the milk before the kitchen?,2,40,0.015053763440860216,0.3053763440860215,0.1296774193548387,0.015053763440860216,0.3053763440860215,"[0.0, 0.33]",16434,16384
beg,16k,128,579,hard_multi_entry,milk,bedroom,Where was the milk before the office?,2,42,0.0016420361247947454,0.32676518883415434,0.1417624521072797,0.0016420361247947454,0.32676518883415434,"[0.0, 0.33]",16434,16384
beg,16k,129,586,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,86,0.012797074954296161,0.3071297989031079,0.1532885506568598,0.012797074954296161,0.3071297989031079,"[0.0, 0.33]",16433,16384
beg,16k,130,587,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,88,0.009202453987730062,0.4110429447852761,0.20349972113775794,0.009202453987730062,0.4110429447852761,"[0.0, 0.33]",16433,16384
beg,16k,131,588,hard_multi_entry,football,bathroom,Where was the football before the garden?,2,90,0.006896551724137931,0.3431034482758621,0.18022988505747126,0.006896551724137931,0.3431034482758621,"[0.0, 0.33]",16433,16384
beg,16k,132,592,hard_multi_entry,apple,office,Where was the apple before the kitchen?,2,36,0.0,0.2697594501718213,0.12337724322260406,0.0,0.2697594501718213,"[0.0, 0.33]",16433,16384
beg,16k,133,597,hard_multi_entry,milk,bathroom,Where was the milk before the hallway?,2,38,0.0013297872340425532,0.31648936170212766,0.1361632138857783,0.0013297872340425532,0.31648936170212766,"[0.0, 0.33]",16434,16384
beg,16k,134,601,hard_multi_entry,apple,garden,Where was the apple before the kitchen?,2,12,0.06463878326996197,0.3257287705956908,0.18081960287283483,0.06463878326996197,0.3257287705956908,"[0.0, 0.33]",16434,16384
beg,16k,135,607,hard_multi_entry,apple,hallway,Where was the apple before the kitchen?,2,50,0.024844720496894408,0.37111801242236025,0.21453416149068325,0.024844720496894408,0.37111801242236025,"[0.0, 0.33]",16434,16384
